time	acceleration
24.22	0.1121670000
24.24	0.0971774100
24.26	0.0498633300
24.28	0.0124403390
24.30	-0.0394623890
24.32	-0.0862666150
24.34	-0.1254231000
24.36	-0.0881020790
24.38	-0.0628135160
24.40	-0.0232491580
24.42	0.0152954990
24.44	0.0486396890
24.46	0.0329363080
24.48	0.0252885580
24.50	0.0096871497
24.52	0.0231471900
24.54	0.0344658580
24.56	0.0514948480
24.58	0.0605701790
24.60	0.0529224300
24.62	0.0562874390
24.64	0.0606721480
24.66	0.0629154890
24.68	0.0604682070
24.70	0.0475180170
24.72	0.0161112600
24.74	-0.0078516895
24.76	-0.0234530990
24.78	-0.0308969080
24.80	-0.0335481300
24.82	-0.0371170800
24.84	-0.0499652980
24.86	-0.0673001980
24.88	-0.0737243110
24.90	-0.0799444790
24.92	-0.0862666150
24.94	-0.0577150160
24.96	-0.0213117290
24.98	0.0130521600
25.00	0.0388505670
25.02	0.0497613570
25.04	0.0370151080
25.06	0.0254924990
25.08	0.0161112600
25.10	0.0384426890
25.12	0.0605701790
25.14	0.0642410980
25.16	0.0377288990
25.18	0.0221274900
25.20	0.0040787999
25.22	0.0023453099
25.24	-0.0063221396
25.26	-0.0291634190
25.28	-0.0387485990
25.30	-0.0466002890
25.32	-0.0514948480
25.34	-0.0792306840
25.36	-0.0640371570
25.38	-0.0192723290
25.40	0.0192723290
25.42	0.0519027300
25.44	0.0758656790
25.46	0.0763755290
25.48	0.0573071390
25.50	0.0463963480
25.52	0.0535342480
25.54	0.0647509480
25.56	0.0745400660
25.58	0.0867764650
25.60	0.0945261840
25.62	0.0994207470
25.64	0.0947301280
25.66	0.0830035790
25.68	0.0269200790
25.70	-0.0294693290
25.72	-0.0918749650
25.74	-0.1386792000
25.76	-0.0875922290
25.78	-0.0477219580
25.80	0.0082595701
25.82	0.0605701790
25.84	0.0839213100
25.86	0.0566953160
25.88	0.0306929690
25.90	-0.0011216700
25.92	-0.0387485990
25.94	-0.0353835900
25.96	-0.0020393999
25.98	0.0183545990
26.00	0.0645470070
26.02	0.1029897000
26.04	0.1142064000
26.06	0.1131867000
26.08	0.0958517970
26.10	0.0820858470
26.12	0.0619977570
26.14	0.0518007570
26.16	0.0210058200
26.18	-0.0204959700
26.20	-0.0583268390
26.22	-0.1040094000
26.24	-0.1356201000
26.26	-0.1254231000
26.28	-0.1233837000
26.30	-0.1029897000
26.32	-0.0777011340
26.34	-0.0558795570
26.36	-0.0498633300
26.38	-0.0412978490
26.40	-0.0296732690
26.42	-0.0179467200
26.44	-0.0143777700
26.46	-0.0099930598
26.48	-0.0050984998
26.50	0.0019374299
26.52	0.0081575997
26.54	0.0035689499
26.56	-0.0029571300
26.58	-0.0062201697
26.60	-0.0034669800
26.62	-0.0013256099
26.64	0.0077497196
26.66	0.0209038490
26.68	0.0333441900
26.70	0.0458864980
26.72	0.0588366890
26.74	0.0573071390
26.76	0.0473140800
26.78	0.0305909990
26.80	0.0109107890
26.82	-0.0004078800
26.84	-0.0033650098
26.86	-0.0070359299
26.88	-0.0102989700
26.90	-0.0204959700
26.92	-0.0191703590
26.94	0.0025492499
26.96	0.0136639790
26.98	0.0247787080
27.00	0.0271240190
27.02	0.0270220490
27.04	0.0158053490
27.06	-0.0019374299
27.08	-0.0096871497
27.10	-0.0220255200
27.12	-0.0170289900
27.14	-0.0122364000
27.16	-0.0065260799
27.18	-0.0131541290
27.20	-0.0166211090
27.22	-0.0196802090
27.24	-0.0246767400
27.26	-0.0240649200
27.28	-0.0178447490
27.30	-0.0126442790
27.32	-0.0188644490
27.34	-0.0270220490
27.36	-0.0329363080
27.38	-0.0342619170
27.40	-0.0462943800
27.42	-0.0438470980
27.44	-0.0340579800
27.46	-0.0217196080
27.48	-0.0070359299
27.50	0.0030590999
27.52	0.0003059100
27.54	-0.0094832099
27.56	-0.0090753293
27.58	-0.0152954990
27.60	-0.0167230790
27.62	-0.0242688580
27.64	-0.0329363080
27.66	-0.0429293670
27.68	-0.0466002890
27.70	-0.0404820890
27.72	-0.0355875300
27.74	-0.0263082580
27.76	-0.0175388400
27.78	-0.0020393999
27.80	0.0159073200
27.82	0.0289594790
27.84	0.0369131390
27.86	0.0360973800
27.88	0.0274299290
27.90	0.0102989700
27.92	-0.0045886498
27.94	-0.0127462500
27.96	-0.0249826490
27.98	-0.0233511290
28.00	-0.0128482200
28.02	-0.0069339600
28.04	0.0018354599
28.06	0.0094832099
28.08	0.0203939990
28.10	0.0291634190
28.12	0.0372190490
28.14	0.0317126690
28.16	0.0184565700
28.18	0.0024472800
28.20	-0.0159073200
28.22	-0.0325284280
28.24	-0.0223314290
28.26	-0.0120324600
28.28	0.0015295499
28.30	0.0156014100
28.32	0.0303870580
28.34	0.0247787080
28.36	0.0138679200
28.38	0.0104009390
28.40	0.0024472800
28.42	-0.0010197000
28.44	-0.0023453099
28.46	-0.0036709198
28.48	-0.0048945600
28.50	-0.0090753293
28.52	-0.0158053490
28.54	-0.0150915600
28.56	-0.0077497196
28.58	0.0000000000
28.60	-0.0020393999
28.62	-0.0150915600
28.64	-0.0229432490
28.66	-0.0381367800
28.68	-0.0372190490
28.70	-0.0255944700
28.72	-0.0167230790
28.74	-0.0014275799
28.76	0.0156014100
28.78	0.0307949400
28.80	0.0400742080
28.82	0.0413998170
28.84	0.0392584490
28.86	0.0335481300
28.88	0.0186605090
28.90	0.0127462500
28.92	0.0071378998
28.94	-0.0001019700
28.96	-0.0069339600
28.98	-0.0132561000
29.00	-0.0130521600
29.02	-0.0117265500
29.04	-0.0104009390
29.06	-0.0085654793
29.08	-0.0143777700
29.10	-0.0209038490
29.12	-0.0274299290
29.14	-0.0356894990
29.16	-0.0366072300
29.18	-0.0302850900
29.20	-0.0231471900
29.22	0.0018354599
29.24	0.0100950290
29.26	0.0206999090
29.28	0.0261043190
29.30	0.0202920290
29.32	0.0163151990
29.34	0.0109107890
29.36	0.0159073200
29.38	0.0201900590
29.40	0.0246767400
29.42	0.0143777700
29.44	0.0056083498
29.46	-0.0067300197
29.48	-0.0098910895
29.50	-0.0026512198
29.52	0.0016315200
29.54	0.0101970000
29.56	0.0095851793
29.58	0.0039768300
29.60	0.0000000000
29.62	-0.0067300197
29.64	-0.0100950290
29.66	-0.0111147290
29.68	-0.0117265500
29.70	-0.0133580700
29.72	-0.0171309590
29.74	-0.0202920290
29.76	-0.0106048790
29.78	-0.0010197000
29.80	0.0056083498
29.82	0.0131541290
29.84	0.0203939990
29.86	0.0202920290
29.88	0.0172329290
29.90	0.0145817100
29.92	0.0111147290
29.94	0.0130521600
29.96	0.0154994390
29.98	0.0139698890
30.00	0.0119304890
30.02	0.0098910895
30.04	0.0061181998
30.06	-0.0028551599
30.08	-0.0050984998
30.10	-0.0085654793
30.12	-0.0181506590
30.14	-0.0327323670
30.16	-0.0428273990
30.18	-0.0528204570
30.20	-0.0481298390
30.22	-0.0401761800
30.24	-0.0295712990
30.26	-0.0112167000
30.28	0.0050984998
30.30	0.0134600390
30.32	0.0160092890
30.34	0.0180486900
30.36	0.0198841490
30.38	0.0260023490
30.40	0.0337520670
30.42	0.0334461580
30.44	0.0256964400
30.46	0.0176408090
30.48	0.0045886498
30.50	-0.0086674497
30.52	-0.0193742990
30.54	-0.0233511290
30.56	-0.0309988790
30.58	-0.0282456900
30.60	-0.0231471900
30.62	-0.0177427790
30.64	-0.0123383700
30.66	-0.0128482200
30.68	-0.0131541290
30.70	-0.0081575997
30.72	-0.0026512198
30.74	0.0039768300
30.76	0.0066280498
30.78	0.0056083498
30.80	0.0050984998
30.82	0.0065260799
30.84	0.0128482200
30.86	0.0182526290
30.88	0.0247787080
30.90	0.0313047900
30.92	0.0303870580
30.94	0.0255944700
30.96	0.0220255200
30.98	0.0166211090
31.00	0.0195782400
31.02	0.0238609790
31.04	0.0287555400
31.06	0.0306929690
31.08	0.0199861200
31.10	0.0108088200
31.12	-0.0039768300
31.14	-0.0166211090
31.16	-0.0328343400
31.18	-0.0341599490
31.20	-0.0223314290
31.22	-0.0150915600
31.24	-0.0010197000
31.26	0.0011216700
31.28	-0.0054044100
31.30	-0.0102989700
31.32	-0.0128482200
31.34	-0.0145817100
31.36	-0.0131541290
31.38	-0.0106048790
31.40	-0.0072398697
31.42	-0.0018354599
31.44	0.0033650098
31.46	0.0086674497
31.48	0.0161112600
31.50	0.0243708290
31.52	0.0325284280
31.54	0.0347717670
31.56	0.0324264580
31.58	0.0217196080
31.60	0.0074438099
31.62	0.0009177299
31.64	-0.0015295499
31.66	-0.0047925896
31.68	-0.0076477497
31.70	-0.0123383700
31.72	-0.0159073200
31.74	-0.0118285200
31.76	-0.0057103197
31.78	-0.0006118200
31.80	-0.0003059100
31.82	-0.0003059100
31.84	0.0014275799
31.86	0.0046906197
31.88	0.0073418396
31.90	0.0087694201
31.92	0.0099930598
31.94	0.0126442790
31.96	0.0149895890
31.98	0.0175388400
32.00	0.0203939990
32.02	0.0261043190
32.04	0.0323244900
32.06	0.0292653900
32.08	0.0235550700
32.10	0.0107068500
32.12	-0.0001019700
32.14	-0.0011216700
32.16	-0.0036709198
32.18	-0.0054044100
32.20	-0.0084635099
32.22	-0.0053024396
32.24	-0.0007137900
32.26	0.0037728899
32.28	0.0097891200
32.30	0.0158053490
32.32	0.0209038490
32.34	0.0145817100
32.36	0.0074438099
32.38	0.0021413698
32.40	-0.0022433400
32.42	-0.0071378998
32.44	-0.0101970000
32.46	-0.0076477497
32.48	-0.0055063799
32.50	-0.0029571300
32.52	-0.0015295499
32.54	0.0000000000
32.56	-0.0001019700
32.58	-0.0006118200
32.60	-0.0011216700
32.62	-0.0010197000
32.64	-0.0003059100
32.66	0.0001019700
32.68	0.0016315200
32.70	0.0054044100
32.72	0.0087694201
32.74	0.0128482200
32.76	0.0157033790
32.78	0.0133580700
32.80	0.0104009390
32.82	0.0057103197
32.84	0.0006118200
32.86	-0.0040787999
32.88	-0.0099930598
32.90	-0.0097891200
32.92	-0.0046906197
32.94	-0.0007137900
32.96	0.0031610698
32.98	0.0045886498
33.00	0.0069339600
33.02	0.0053024396
33.04	0.0045886498
33.06	0.0018354599
33.08	-0.0002039400
33.10	-0.0029571300
33.12	-0.0028551599
33.14	-0.0017334900
33.16	-0.0006118200
33.18	-0.0005098500
33.20	-0.0017334900
33.22	-0.0022433400
33.24	-0.0036709198
33.26	-0.0032630399
33.28	-0.0007137900
33.30	0.0014275799
33.32	0.0041807698
33.34	0.0066280498
33.36	0.0064241100
33.38	0.0053024396
33.40	0.0006118200
33.42	-0.0045886498
33.44	-0.0077497196
33.46	-0.0065260799
33.48	-0.0066280498
33.50	-0.0109107890
33.52	-0.0164171700
33.54	-0.0177427790
33.56	-0.0119304890
33.58	-0.0071378998
33.60	-0.0036709198
33.62	-0.0025492499
33.64	-0.0002039400
33.66	0.0004078800
33.68	0.0036709198
33.70	0.0083615395
33.72	0.0117265500
33.74	0.0071378998
33.76	0.0038748598
33.78	-0.0010197000
33.80	-0.0025492499
33.82	-0.0034669800
33.84	-0.0041807698
33.86	-0.0045886498
33.88	-0.0066280498
33.90	-0.0122364000
33.92	-0.0119304890
33.94	-0.0110127600
33.96	-0.0099930598
33.98	-0.0082595701
34.00	-0.0077497196
34.02	-0.0112167000
34.04	-0.0140718600
34.06	-0.0169270200
34.08	-0.0146836790
34.10	-0.0132561000
34.12	-0.0113186700
34.14	-0.0110127600
34.16	-0.0099930598
34.18	-0.0099930598
34.20	-0.0064241100
34.22	-0.0002039400
34.24	0.0055063799
34.26	0.0112167000
34.28	0.0154994390
34.30	0.0200880900
34.32	0.0173348990
34.34	0.0142758000
34.36	0.0105029100
34.38	0.0065260799
34.40	0.0010197000
34.42	-0.0068319896
34.44	-0.0107068500
34.46	-0.0124403390
34.48	-0.0140718600
34.50	-0.0169270200
34.52	-0.0219235490
34.54	-0.0274299290
34.56	-0.0279397790
34.58	-0.0221274900
34.60	-0.0181506590
34.62	-0.0118285200
34.64	-0.0062201697
34.66	0.0000000000
34.68	0.0055063799
34.70	0.0100950290
34.72	0.0146836790
34.74	0.0190683900
34.76	0.0236570400
34.78	0.0267161400
34.80	0.0260023490
34.82	0.0231471900
34.84	0.0174368700
34.86	0.0129501890
34.88	0.0055063799
34.90	-0.0047925896
34.92	-0.0151935290
34.94	-0.0214136990
34.96	-0.0259003790
34.98	-0.0256964400
35.00	-0.0249826490
35.02	-0.0230452200
35.04	-0.0182526290
35.06	-0.0138679200
35.08	-0.0083615395
35.10	-0.0014275799
35.12	0.0044866799
35.14	0.0090753293
35.16	0.0098910895
35.18	0.0101970000
35.20	0.0101970000
35.22	0.0106048790
35.24	0.0138679200
35.26	0.0123383700
35.28	0.0101970000
35.30	0.0073418396
35.32	0.0019374299
35.34	-0.0028551599
35.36	-0.0084635099
35.38	-0.0133580700
35.40	-0.0193742990
35.42	-0.0197821790
35.44	-0.0141738290
35.46	-0.0101970000
35.48	-0.0044866799
35.50	-0.0044866799
35.52	-0.0040787999
35.54	-0.0045886498
35.56	-0.0049965299
35.58	-0.0039768300
35.60	-0.0021413698
35.62	-0.0022433400
35.64	-0.0016315200
35.66	-0.0016315200
35.68	-0.0012236400
35.70	-0.0012236400
35.72	0.0028551599
35.74	0.0069339600
35.76	0.0117265500
35.78	0.0097891200
35.80	0.0057103197
35.82	0.0017334900
35.84	-0.0031610698
35.86	-0.0079536599
35.88	-0.0093812395
35.90	-0.0093812395
35.92	-0.0096871497
35.94	-0.0093812395
35.96	-0.0087694201
35.98	-0.0053024396
36.00	-0.0022433400
36.02	0.0014275799
36.04	0.0038748598
36.06	0.0034669800
36.08	0.0034669800
36.10	0.0029571300
36.12	0.0040787999
36.14	0.0055063799
36.16	0.0068319896
36.18	0.0086674497
36.20	0.0088713895
36.22	0.0078516895
36.24	0.0071378998
36.26	0.0062201697
36.28	0.0076477497
36.30	0.0088713895
36.32	0.0104009390
36.34	0.0113186700
36.36	0.0091772997
36.38	0.0076477497
36.40	0.0054044100
36.42	0.0063221396
36.44	0.0080556298
36.46	0.0098910895
36.48	0.0120324600
36.50	0.0137659500
36.52	0.0107068500
36.54	0.0078516895
36.56	0.0044866799
36.58	0.0012236400
36.60	-0.0021413698
36.62	-0.0042827397
36.64	-0.0069339600
36.66	-0.0088713895
36.68	-0.0122364000
36.70	-0.0162132290
36.72	-0.0201900590
36.74	-0.0237590080
36.76	-0.0263082580
36.78	-0.0275318990
36.80	-0.0283476580
36.82	-0.0292653900
36.84	-0.0283476580
36.86	-0.0275318990
36.88	-0.0263082580
36.90	-0.0255944700
36.92	-0.0223314290
36.94	-0.0176408090
36.96	-0.0131541290
36.98	-0.0111147290
37.00	-0.0107068500
37.02	-0.0096871497
37.04	-0.0092792701
37.06	-0.0073418396
37.08	-0.0060162299
37.10	-0.0040787999
37.12	-0.0023453099
37.14	0.0018354599
37.16	0.0035689499
37.18	0.0042827397
37.20	0.0048945600
37.22	0.0043847100
37.24	0.0043847100
37.26	0.0038748598
37.28	0.0036709198
37.30	0.0032630399
37.32	0.0047925896
37.34	0.0064241100
37.36	0.0086674497
37.38	0.0112167000
37.40	0.0136639790
37.42	0.0163151990
37.44	0.0184565700
37.46	0.0176408090
37.48	0.0171309590
37.50	0.0162132290
37.52	0.0149895890
37.54	0.0110127600
37.56	0.0069339600
37.58	0.0032630399
37.60	0.0009177299
37.62	0.0019374299
37.64	0.0028551599
37.66	0.0040787999
37.68	0.0055063799
37.70	0.0070359299
37.72	0.0096871497
37.74	0.0119304890
37.76	0.0145817100
37.78	0.0145817100
37.80	0.0127462500
37.82	0.0124403390
37.84	0.0126442790
37.86	0.0128482200
37.88	0.0132561000
37.90	0.0135620100
37.92	0.0108088200
37.94	0.0080556298
37.96	0.0046906197
37.98	0.0020393999
38.00	0.0005098500
38.02	-0.0011216700
38.04	-0.0025492499
38.06	-0.0011216700
38.08	0.0018354599
38.10	0.0043847100
38.12	0.0077497196
38.14	0.0105029100
38.16	0.0135620100
38.18	0.0102989700
38.20	0.0063221396
38.22	0.0018354599
38.24	-0.0027531900
38.26	-0.0081575997
38.28	-0.0090753293
38.30	-0.0055063799
38.32	-0.0030590999
38.34	0.0006118200
38.36	0.0012236400
38.38	0.0022433400
38.40	0.0027531900
38.42	0.0032630399
38.44	0.0048945600
38.46	0.0070359299
38.48	0.0090753293
38.50	0.0114206390
38.52	0.0135620100
38.54	0.0142758000
38.56	0.0139698890
38.58	0.0142758000
38.60	0.0137659500
38.62	0.0141738290
38.64	0.0104009390
38.66	0.0030590999
38.68	-0.0032630399
38.70	-0.0064241100
38.72	-0.0086674497
38.74	-0.0114206390
38.76	-0.0160092890
38.78	-0.0200880900
38.80	-0.0191703590
38.82	-0.0185585400
38.84	-0.0173348990
38.86	-0.0159073200
38.88	-0.0144797390
38.90	-0.0131541290
38.92	-0.0127462500
38.94	-0.0122364000
38.96	-0.0118285200
38.98	-0.0116245790
39.00	-0.0108088200
39.02	-0.0065260799
39.04	-0.0021413698
39.06	0.0002039400
39.08	-0.0004078800
39.10	-0.0004078800
39.12	-0.0014275799
39.14	-0.0019374299
39.16	-0.0008157600
39.18	0.0011216700
39.20	0.0027531900
39.22	0.0050984998
39.24	0.0054044100
39.26	0.0042827397
39.28	0.0030590999
39.30	0.0011216700
39.32	-0.0005098500
39.34	-0.0024472800
39.36	-0.0020393999
39.38	-0.0007137900
39.40	0.0004078800
39.42	0.0019374299
39.44	0.0033650098
39.46	0.0048945600
39.48	0.0058122896
39.50	0.0066280498
39.52	0.0075457798
39.54	0.0082595701
39.56	0.0092792701
39.58	0.0129501890
39.60	0.0172329290
39.62	0.0146836790
39.64	0.0107068500
39.66	0.0071378998
39.68	0.0035689499
39.70	0.0002039400
39.72	-0.0032630399
39.74	-0.0065260799
39.76	-0.0096871497
39.78	-0.0092792701
39.80	-0.0084635099
39.82	-0.0074438099
39.84	-0.0052004697
39.86	-0.0030590999
39.88	-0.0004078800
39.90	0.0033650098
39.92	0.0053024396
39.94	0.0044866799
39.96	0.0040787999
39.98	0.0030590999
40.00	0.0020393999
40.02	0.0010197000
40.04	0.0001019700
40.06	-0.0010197000
40.08	-0.0014275799
40.10	0.0002039400
40.12	0.0016315200
40.14	0.0030590999
40.16	0.0023453099
40.18	0.0016315200
40.20	0.0016315200
40.22	0.0026512198
40.24	0.0032630399
40.26	0.0045886498
40.28	0.0046906197
40.30	0.0021413698
40.32	-0.0003059100
40.34	-0.0030590999
40.36	-0.0061181998
40.38	-0.0088713895
40.40	-0.0118285200
40.42	-0.0109107890
40.44	-0.0095851793
40.46	-0.0079536599
40.48	-0.0069339600
40.50	-0.0064241100
40.52	-0.0058122896
40.54	-0.0050984998
40.56	-0.0041807698
40.58	-0.0033650098
40.60	-0.0024472800
40.62	-0.0014275799
40.64	-0.0005098500
40.66	0.0004078800
40.68	0.0013256099
40.70	0.0021413698
40.72	0.0001019700
40.74	-0.0018354599
40.76	-0.0040787999
40.78	-0.0065260799
40.80	-0.0088713895
40.82	-0.0112167000
40.84	-0.0131541290
40.86	-0.0153974700
40.88	-0.0168250490
40.90	-0.0177427790
40.92	-0.0187624790
40.94	-0.0197821790
40.96	-0.0205979400
40.98	-0.0217196080
41.00	-0.0201900590
41.02	-0.0176408090
41.04	-0.0137659500
41.06	-0.0066280498
41.08	-0.0014275799
41.10	0.0020393999
41.12	0.0056083498
41.14	0.0083615395
41.16	0.0090753293
41.18	0.0104009390
41.20	0.0094832099
41.22	0.0081575997
41.24	0.0062201697
41.26	0.0033650098
41.28	0.0003059100
41.30	-0.0024472800
41.32	-0.0058122896
41.34	-0.0045886498
41.36	-0.0013256099
41.38	0.0013256099
41.40	0.0033650098
41.42	0.0048945600
41.44	0.0055063799
41.46	0.0059142600
41.48	0.0063221396
41.50	0.0066280498
41.52	0.0070359299
41.54	0.0073418396
41.56	0.0076477497
41.58	0.0078516895
41.60	0.0074438099
41.62	0.0070359299
41.64	0.0065260799
41.66	0.0059142600
41.68	0.0055063799
41.70	0.0048945600
41.72	0.0062201697
41.74	0.0080556298
41.76	0.0097891200
41.78	0.0116245790
41.80	0.0128482200
41.82	0.0141738290
41.84	0.0133580700
41.86	0.0125423100
41.88	0.0116245790
41.90	0.0105029100
41.92	0.0088713895
41.94	0.0073418396
41.96	0.0057103197
41.98	0.0040787999
42.00	0.0024472800
42.02	0.0007137900
42.04	0.0004078800
42.06	0.0008157600
42.08	0.0009177299
42.10	0.0023453099
42.12	0.0042827397
42.14	0.0053024396
42.16	0.0062201697
42.18	0.0073418396
42.20	0.0080556298
42.22	0.0090753293
42.24	0.0096871497
42.26	0.0096871497
42.28	0.0094832099
42.30	0.0090753293
42.32	0.0025492499
42.34	0.0000000000
42.36	-0.0005098500
42.38	-0.0020393999
42.40	-0.0024472800
42.42	-0.0033650098
42.44	-0.0048945600
42.46	-0.0065260799
42.48	-0.0081575997
42.50	-0.0098910895
42.52	-0.0116245790
42.54	-0.0130521600
42.56	-0.0108088200
42.58	-0.0090753293
42.60	-0.0067300197
42.62	-0.0043847100
42.64	-0.0019374299
42.66	-0.0011216700
42.68	-0.0009177299
42.70	-0.0005098500
42.72	-0.0004078800
42.74	0.0005098500
42.76	0.0014275799
42.78	0.0024472800
42.80	0.0035689499
42.82	0.0043847100
42.84	0.0044866799
42.86	0.0039768300
42.88	0.0013256099
42.90	-0.0008157600
42.92	-0.0036709198
42.94	-0.0047925896
42.96	-0.0056083498
42.98	-0.0063221396
43.00	-0.0069339600
43.02	-0.0074438099
43.04	-0.0081575997
43.06	-0.0076477497
43.08	-0.0065260799
43.10	-0.0028551599
43.12	0.0005098500
43.14	0.0046906197
43.16	0.0066280498
43.18	0.0061181998
43.20	0.0061181998
43.22	0.0055063799
43.24	0.0049965299
43.26	0.0044866799
43.28	0.0039768300
43.30	0.0029571300
43.32	0.0000000000
43.34	-0.0026512198
43.36	-0.0053024396
43.38	-0.0042827397
43.40	-0.0037728899
43.42	-0.0025492499
43.44	-0.0015295499
43.46	-0.0002039400
43.48	0.0002039400
43.50	0.0000000000
43.52	-0.0001019700
43.54	-0.0004078800
43.56	-0.0007137900
43.58	-0.0006118200
43.60	-0.0001019700
43.62	0.0003059100
43.64	0.0007137900
43.66	-0.0001019700
43.68	-0.0007137900
43.70	-0.0015295499
43.72	-0.0024472800
43.74	-0.0029571300
43.76	-0.0028551599
43.78	-0.0028551599
43.80	-0.0025492499
43.82	-0.0024472800
43.84	-0.0021413698
43.86	-0.0027531900
43.88	-0.0044866799
43.90	-0.0059142600
43.92	-0.0077497196
43.94	-0.0085654793
43.96	-0.0083615395
43.98	-0.0084635099
44.00	-0.0076477497
44.02	-0.0050984998
44.04	-0.0028551599
44.06	-0.0002039400
44.08	0.0018354599
44.10	0.0018354599
44.12	0.0021413698
44.14	0.0021413698
44.16	0.0021413698
44.18	0.0031610698
44.20	0.0043847100
44.22	0.0049965299
44.24	0.0049965299
44.26	0.0049965299
44.28	0.0048945600
44.30	0.0047925896
44.32	0.0053024396
44.34	0.0068319896
44.36	0.0080556298
44.38	0.0096871497
44.40	0.0098910895
44.42	0.0097891200
44.44	0.0097891200
44.46	0.0094832099
44.48	0.0092792701
44.50	0.0090753293
44.52	0.0088713895
44.54	0.0085654793
44.56	0.0083615395
44.58	0.0081575997
44.60	0.0078516895
44.62	0.0063221396
44.64	0.0047925896
44.66	0.0035689499
44.68	0.0036709198
44.70	0.0034669800
44.72	0.0035689499
44.74	0.0036709198
44.76	0.0032630399
44.78	0.0019374299
44.80	0.0015295499
44.82	0.0014275799
44.84	0.0012236400
44.86	0.0012236400
44.88	0.0011216700
44.90	0.0000000000
44.92	-0.0010197000
44.94	-0.0020393999
44.96	-0.0025492499
44.98	-0.0029571300
45.00	-0.0033650098
45.02	-0.0037728899
45.04	-0.0048945600
45.06	-0.0064241100
45.08	-0.0078516895
45.10	-0.0093812395
45.12	-0.0109107890
45.14	-0.0124403390
45.16	-0.0140718600
45.18	-0.0145817100
45.20	-0.0122364000
45.22	-0.0105029100
45.24	-0.0079536599
45.26	-0.0068319896
45.28	-0.0064241100
45.30	-0.0059142600
45.32	-0.0057103197
45.34	-0.0054044100
45.36	-0.0050984998
45.38	-0.0048945600
45.40	-0.0045886498
45.42	-0.0042827397
45.44	-0.0039768300
45.46	-0.0031610698
45.48	-0.0026512198
45.50	-0.0011216700
45.52	0.0010197000
45.54	0.0031610698
45.56	0.0046906197
45.58	0.0048945600
45.60	0.0055063799
45.62	0.0056083498
45.64	0.0064241100
45.66	0.0085654793
45.68	0.0102989700
45.70	0.0085654793
45.72	0.0072398697
45.74	0.0054044100
45.76	0.0033650098
45.78	0.0028551599
45.80	0.0029571300
45.82	0.0028551599
45.84	0.0027531900
45.86	0.0012236400
45.88	-0.0001019700
45.90	-0.0010197000
45.92	-0.0011216700
45.94	-0.0016315200
45.96	-0.0015295499
45.98	-0.0031610698
46.00	-0.0069339600
46.02	-0.0100950290
46.04	-0.0104009390
46.06	-0.0107068500
46.08	-0.0108088200
46.10	-0.0100950290
46.12	-0.0090753293
46.14	-0.0080556298
46.16	-0.0075457798
46.18	-0.0073418396
46.20	-0.0069339600
46.22	-0.0068319896
46.24	-0.0064241100
46.26	-0.0040787999
46.28	-0.0013256099
46.30	0.0013256099
46.32	0.0043847100
46.34	0.0072398697
46.36	0.0100950290
46.38	0.0087694201
46.40	0.0064241100
46.42	0.0041807698
46.44	0.0013256099
46.46	-0.0014275799
46.48	-0.0035689499
46.50	-0.0037728899
46.52	-0.0044866799
46.54	-0.0046906197
46.56	-0.0049965299
46.58	-0.0052004697
46.60	-0.0055063799
46.62	-0.0057103197
46.64	-0.0059142600
46.66	-0.0046906197
46.68	-0.0029571300
46.70	-0.0013256099
46.72	0.0007137900
46.74	0.0017334900
46.76	0.0019374299
46.78	0.0025492499
46.80	0.0025492499
46.82	0.0035689499
46.84	0.0050984998
46.86	0.0065260799
46.88	0.0081575997
46.90	0.0095851793
46.92	0.0098910895
46.94	0.0104009390
46.96	0.0107068500
46.98	0.0110127600
47.00	0.0112167000
47.02	0.0106048790
47.04	0.0100950290
47.06	0.0094832099
47.08	0.0087694201
47.10	0.0080556298
47.12	0.0073418396
47.14	0.0064241100
47.16	0.0056083498
47.18	0.0046906197
47.20	0.0038748598
47.22	0.0031610698
47.24	0.0027531900
47.26	0.0021413698
47.28	0.0017334900
47.30	0.0012236400
47.32	0.0007137900
47.34	0.0003059100
47.36	0.0008157600
47.38	0.0013256099
47.40	0.0019374299
47.42	0.0022433400
47.44	0.0009177299
47.46	-0.0003059100
47.48	-0.0017334900
47.50	-0.0031610698
47.52	-0.0047925896
47.54	-0.0054044100
47.56	-0.0048945600
47.58	-0.0043847100
47.60	-0.0038748598
47.62	-0.0025492499
47.64	-0.0009177299
47.66	0.0007137900
47.68	0.0017334900
47.70	0.0022433400
47.72	0.0035689499
47.74	0.0062201697
47.76	0.0084635099
47.78	0.0114206390
47.80	0.0109107890
47.82	0.0088713895
47.84	0.0072398697
47.86	0.0047925896
47.88	0.0027531900
47.90	0.0004078800
47.92	-0.0016315200
47.94	-0.0024472800
47.96	-0.0033650098
47.98	-0.0046906197
48.00	-0.0070359299
48.02	-0.0085654793
48.04	-0.0089733599
48.06	-0.0094832099
48.08	-0.0096871497
48.10	-0.0098910895
48.12	-0.0100950290
48.14	-0.0102989700
48.16	-0.0104009390
48.18	-0.0099930598
48.20	-0.0096871497
48.22	-0.0091772997
48.24	-0.0088713895
48.26	-0.0090753293
48.28	-0.0092792701
48.30	-0.0094832099
48.32	-0.0097891200
48.34	-0.0098910895
48.36	-0.0089733599
48.38	-0.0082595701
48.40	-0.0072398697
48.42	-0.0069339600
48.44	-0.0069339600
48.46	-0.0068319896
48.48	-0.0068319896
48.50	-0.0067300197
48.52	-0.0067300197
48.54	-0.0065260799
